formula,PROPERTY: Nearest DFT Formation Energy (eV),PROPERTY: Tg (K),PROPERTY: Tl (K),PROPERTY: Tx (K),PROPERTY: Trg,PROPERTY: $\gamma$,PROPERTY: $\omega$
Ti40Zr25Ni8Cu9Be18,-6.730881408,621,1009,668,0.61546,0.40982,0.167678326
Zr48Nb8Cu12Fe8Be24,-6.197019785,658,1071,751,0.61438,0.43436,0.115031116
Cu50Ag10Zr30Ti10,-5.968889323,694,1130,726,0.61416,0.39803,0.194958376
Ni60Nb20Zr20,-7.603533128,853,1391,891,0.61323,0.39706,0.197102592
Cu50Zr43Al7,-6.262430371,721,1176,792,0.6131,0.4175,0.150206534
Cu53.2Zr41.8Al5,-5.865047306,721,1176,781,0.613,0.412,0.163
Zr48Cu34Pd2Ag8Al8,-6.466345613,699,1140,794,0.613,0.43176,0.120156203
Cu45Ag15Zr30Ti10,-4.766611055,687,1121,717,0.61285,0.39657,0.198204269
Cu55Ag5Zr30Ti10,-5.865047306,704,1149,733,0.61271,0.39557,0.20058571
Cu45Ni5Ag10Zr30Ti10,-5.968889323,710,1160,738,0.61207,0.39465,0.202699964
Zr48Nb8Cu14Ni12Be18,-6.197019785,656,1072,724,0.61194,0.41898,0.146819163
Cu49Zr36Ag10Ti5,-5.865047306,691,1130,737,0.6115,0.4047,0.178660759
Zr55Al20Co25,-7.181339475,761,1245,840,0.61124,0.41874,0.147227702
Ni65Zr35,-6.969466633,827,1353,863,0.611,0.396,0.199569456
Cu52.5Zr40Ga7.5,-5.865047306,744,1218,777,0.61084,0.39602,0.19911989
Cu44Zr44Ag6Al6,-6.262430371,698,1144,790,0.6101,0.4289,0.125672347
Cu45Zr45Al10,-6.262430371,706,1159,776,0.61,0.416,0.153
Cu46Zr46Al8,-6.262430371,701,1155,783,0.61,0.422,0.14
Cu50Zr45Al5,-6.262430371,701,1149.18,,0.61,,
Cu52.5Zr42.5Al5,-5.865047306,709,1162.295,,0.61,,
Zr45Cu49Al6,-6.262430371,717,1178,764,0.609,0.403,0.182
Zr50Cu36Al14,-6.399153005,724,1188,771,0.609,0.403,0.182
Ag10Cu55Zr35,-5.865047306,730.4225,1200.345,767.5179,0.608510326,0.397519544,0.195054808
Ni60Nb35Zr5,-7.850685605,887,1458,911,0.60837,0.38849,0.21715055
Cu47Ti33Zr7Nb4Ni8Si,-5.56920782,713,1172,736,0.60836,0.39045,0.212251136
Ag10Cu50Zr40,-5.865047306,699.5387,1150.093,760.8704,0.608245173,0.411363119,0.162984207
Cu47Ti33Zr11Ni4Sn4Si,-5.968889323,673,1108,810,0.607733948,0.454937139,0.074885319
Cu45Zr45Ag5Al5,-6.262430371,697,1147,783,0.6077,0.4246,0.134201168
Zr48Cu43Al7Ag2,-6.262430371,700,1152,761,0.60764,0.41091,0.163902183
Fe61B15Mo7Zr8Co7Y2,-8.42098939,904.6,1490,916.4,0.60711,0.38269,0.231588698
Zr50Cu40Al10,-6.466345613,714,1176,770,0.607,0.407,0.172
Ni60Zr20Ti2.5Nb12.5Al5,-7.603533128,836,1378,897,0.6067,0.4052,0.176800269
Cu46Zr47Al7,-6.262430371,705,1163,781,0.60619,0.41809,0.147869934
Zr45Cu48Al7,-6.262430371,720,1188,778,0.606,0.408,0.17
Zr52.5Cu17.9Ni14.5Al10Ti5,-6.812474423,661,1091,,0.606,,
Zr52Cu38Al10,-6.466345613,705,1181,767,0.606,0.411,0.172
Zr44Cu51Al5,-6.262430371,719,1189,767,0.605,0.401,0.184
Zr58.5Nb2.8Cu15.6Ni12.8Al10.3,-6.812474423,666,1101,,0.605,,
Fe61B15Mo7Zr8Co5Y2Cr2,-8.42098939,901.1,1490,958.9,0.60477,0.40103,0.186011905
Cu38Zr46Ag8Al8,-6.466345613,692,1145,795,0.6044,0.4328,0.117038459
Zr45Cu47Al8,-6.262430371,722,1195,782,0.604,0.408,0.17
Zr48Cu36Ag8Al8,-6.466345613,690,1143,791,0.604,0.43153,0.119450052
Zr57Nb5Cu15.4Ni12.6Al10,-6.812474423,674,1115,,0.604,,
Cu46Zr42Al7Y5,-6.262430371,672,1113,772,0.60377,0.43249,0.117525385
Cu66Zr34,-5.865047306,762,1263,785,0.603,0.388,0.218108044
Cu40Ag20Zr30Ti10,-4.766611055,677,1125,708,0.60178,0.3929,0.204825693
Fe61B15Mo7Zr8Co6Y2Al,-8.42098939,899.5,1495,955.6,0.60167,0.39908,0.189987651
Cu45Zr45Ag3Al7,-6.262430371,708,1177,786,0.6015,0.417,0.149570732
Zr55Cu35Al10,-6.466345613,688,1144,767,0.601,0.419,0.146
Cu57.5Zr37.5Ga5,-5.865047306,745,1241,785,0.60032,0.39527,0.198791349
Cu47Zr47Al6,-6.262430371,701,1165,770,0.6,0.413,0.159
Cu47Ti33Zr5Nb6Ni8Si,-5.56920782,712,1187,739,0.59983,0.38915,0.213597625
Cu43Zr43Ag7Ti7,-6.262430371,670,1118,714,0.5993,0.3993,0.188935913
Cu43Zr40Ag7Ti10,-6.262430371,656,1095,707,0.5991,0.4038,0.178577806
Cu49.5Zr42.075Ti7.425Sn,-6.262430371,683,1140,730,0.5991,0.4004,0.186303003
Ni60Zr20Ti5Nb10Al5,-6.969466633,826,1379,896,0.599,0.4064,0.172669821
Cu49.5Zr42.075Ti7.425Si,-6.262430371,683,1141,731,0.5986,0.4008,0.185432428
Ag5Cu55Zr40,-5.865047306,,1171.82,,0.598170354,,
Cu45Zr45Ag7Al3,-6.262430371,688,1151,768,0.5977,0.4176,0.147601476
Cu49.4Zr41.99Ti7.41Sn0.6Si0.6,-6.262430371,682,1141,734,0.5977,0.4026,0.180936527
Ti34Zr11Cu47Ni8,-5.968889323,698.4,1169.2,727.2,0.59733,0.38938,0.21248
Cu45Zr48Al7,-6.262430371,708,1186,766,0.59696,0.40444,0.176656597
Zr46Cu49Al5,-6.262430371,711,1193,762,0.596,0.4,0.186
Cu55Ni5Zr30Ti10,-5.865047306,717,1204,750,0.59551,0.39042,0.209511837
Ti45Ni15Cu25Sn3Be7Zr5,-6.372326558,680,1142,741,0.59545,0.4067,0.171247538
Ni60Zr20Ti7.5Nb7.5Al5,-6.969466633,824,1385,885,0.595,0.4006,0.185034416
Zr49Cu44Al7,-6.262430371,704,1184,764,0.595,0.405,0.176
Zr50Cu43Al7,-6.262430371,703,1181,792,0.595,0.405,0.141
Cu35Ag25Zr30Ti10,-4.840594137,677,1138,706,0.5949,0.38898,0.212919985
Cu46Zr37Al7Y10,-5.865047306,665,1118,743,0.59481,0.41671,0.149086843
Zr46Cu44Al10,-6.262430371,726,1223,782,0.594,0.401,0.183
Zr54Cu36Al10,-6.466345613,698,1176,763,0.594,0.407,0.17
Zr49Cu45Al6,-6.262430371,704,1187,758,0.593,0.401,0.184
Cu34Zr50Ag8Al8,-6.466345613,680,1148,780,0.5923,0.4267,0.127811861
Zr48Cu46Al6,-6.262430371,706,1192,762,0.592,0.401,0.183
Cu44Zr44Ag12,-6.262430371,684,1156,764,0.5917,0.4152,0.15180957
Cu55Zr42.5Ga2.5,-5.865047306,709,1199,762,0.59133,0.39937,0.187258904
Zr57Ti5Al10Cu20Ni8,-6.399153005,676.7,1145.2,720,0.5909,0.39519,0.19701
Al23.5Co23.5Zr53,-7.181339475,783,1320,849,0.59,0.403708987,0.177610985
Cu55Zr45,-5.865047306,698,1183,748,0.59,0.398,0.190996654
Fe74.25B14.85Si9.9Zr,-8.144105856,867,1469,919,0.59,0.39332,0.201280142
Ti41.5Zr2.5Hf5Cu37.5Ni7.5SiSn5,-5.870561678,693.3,1176,757.5,0.58954,0.40523,0.173472574
Zr42.63Ti12.37Cu11.25Ni10Be23.75,-7.019703618,623,1057,712,0.5894,0.42381,0.13333
Cu40Zr44Ag8Al8,-6.262430371,693,1176,791,0.5893,0.4232,0.134533371
Cu45Zr45Ag10,-6.262430371,683,1159,756,0.5893,0.4104,0.161854202
Cu45Zr35Ag10Hf10,-5.865047306,690,1171,769,0.5892,0.4132,0.155731705
Fe27Co40Zr3Ti3Mo1.5Si1.5B24,-7.513587161,811,1379,856,0.5881,0.3909,0.206791017
Ti60Zr5Be18Cu9Ni8,-6.772801443,638,1085,672,0.588,0.39,0.208835987
Cu50Zr42.5Ti7.5,-6.262430371,677,1152,717,0.5877,0.392,0.203915171
Zr49Cu46Al5,-6.262430371,701,1195,750,0.587,0.396,0.195
Ag15Cu45Zr40,-6.262430371,,1188.829,,0.586262414,,
Zr47Cu45Al8,-6.262430371,714,1218,772,0.586,0.4,0.186
Zr47Cu49Al4,-6.262430371,704,1204,750,0.585,0.393,0.201
Al22Co24Zr54,-7.181339475,768,1316,843,0.584,0.404510557,0.173987883
Mg65Zr35,-3.83618864,359,616,379,0.583,0.389,0.210819295
Zr60Cu30Al10,-7.073409987,671,1151,748,0.583,0.411,0.161
Cu47Ti33Zr11Ni2Sn6Si,-5.968889323,688,1181,809,0.582403906,0.432977825,0.113943561
Zr63.8Al11.4Ni17.2Cu7.6,-7.496062822,671,1153,758,0.582,0.415570175,0.14947866
Cu42Zr42Ag8Al8,-6.262430371,705,1213,780,0.5812,0.4067,0.168705188
Cu47Ni13Zr30Ti10,-5.464398875,727,1251,754,0.58114,0.38119,0.229105572
Zr54Cu38Al8,-6.466345613,692,1190,757,0.581,0.402,0.179
Cu46Zr46Ag8,-6.262430371,677,1167,745,0.5801,0.404,0.174450046
Cu48Zr48Al4,-6.262430371,689,1188,751,0.58,0.4,0.183
Cu46Zr54,-6.466345613,696,1201,746,0.57952,0.39325,0.199187316
Al22.3Co22.3Zr55.4,-7.181339475,767,1326,815,0.578,0.389393215,0.20818504
Zr64.5Al9.2Ni13.2Cu13.1,-7.496062822,658,1138,757,0.578,0.421492205,0.136481187
Al19.4Co24.8Zr55.8,-7.181339475,751,1302,820,0.577,0.39941549,0.184241384
Zr49Cu47Al4,-6.262430371,697,1208,745,0.577,0.391,0.204
Cu47Ti33Zr3Nb8Ni8Si,-5.56920782,708,1228,731,0.57655,0.37758,0.237129781
Al21.2Co21.2Zr57.6,-7.181339475,761,1324,794,0.574,0.380815348,0.228462268
Cu72Zr28,-4.994603873,780,1358,804,0.574,0.376,0.240495372
Cu45Zr25Ag10Hf20,-6.574756138,698,1218,783,0.5731,0.4087,0.16284258
Al13.3Co26.7Zr60,-7.181339475,718,1254,757,0.573,0.383874239,0.220286119
Ni42Ti19Zr22.5Al8Cu5Si3.5,-7.180139398,780,1363,846,0.57227,0.39477,0.194035353
Al16.9Co25.6Zr57.5,-7.181339475,744,1300,786,0.572,0.384540117,0.218580541
Zr64.8Al8.3Ni11.4Cu15.5,-7.307429458,653,1143,752,0.572,0.418708241,0.141179572
Zr50Cu43Ag7,-6.262430371,669,1171,727,0.5713,0.3951,0.193046466
Cu48Zr52,-6.262430371,689,1207,749,0.571,0.395,0.193099942
Cu48Zr48Ag4,-6.262430371,681,1199,743,0.568,0.3952,0.192086055
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si,-5.870561678,680,1199,730,0.56714,0.3885,0.207718832
Zr46.75Ti8.25Cu8.25Ni10Be275,-4.79077793,595,1050,,0.567,,
Zr50Cu40Ag10,-6.466345613,667,1177,733,0.5667,0.3975,0.186532363
Ni42Ti20Zr21.5Al8Cu5Si3.5,-7.180139398,774,1366,846,0.56662,0.39533,0.19153052
Al15.4Co26Zr58.6,-7.181339475,724,1282,773,0.565,0.385343968,0.214776112
Zr56Cu36Al8,-6.466345613,685,1212,747,0.565,0.394,0.195
Ag25Cu35Zr40,-4.840594137,,1220.177,,0.56452735,,
Zr50Cu45Ag5,-6.262430371,669,1188,728,0.5631,0.392,0.19844026
Ti42.5Zr2.5Hf5Cu42.5Ni7.5,-5.870561678,677,1203,726,0.56276,0.38617,0.212296196
Zr65Al7.5Cu17.5Ni10,-7.307429458,656.5,1167.6,735.6,0.56226,0.40327,0.17266
Ti40Zr10Cu36Pd14,-6.335883155,669,1191,718,0.5617,0.386,0.212399907
Zr66Al9Cu16Ni9,-7.307429458,657.2,1170.6,736.7,0.56142,0.40305,0.17297
Ni42Ti20Zr22.5Al8Cu5Si2.5,-7.180139398,767,1367,833,0.56108,0.39035,0.201930455
Zr50Cu48Ag2,-6.262430371,668,1192,719,0.5604,0.3866,0.210788137
Ti40Zr10Cu38Pd12,-5.826638952,666,1189,715,0.5601,0.3854,0.21341073
Zr54Cu40Al6,-6.466345613,684,1216,741,0.56,0.39,0.203
Ni42Ti20Zr20.5Al8Cu5Si4.5,-7.180139398,763,1364,856,0.55938,0.40244,0.173913043
Zr66Al8Cu12Ni14,-7.496062822,655.1,1172.1,732.5,0.55891,0.40089,0.17728
Zr50Cu38Ag12,-6.466345613,663,1187,734,0.5586,0.3968,0.186511489
Cu45Zr15Ag10Hf30,-6.574756138,712,1275,799,0.5584,0.4021,0.174456133
Cu40Zr40Ag10Al10,-6.262430371,710,1273,765,0.5577,0.3858,0.212017131
Ti40Zr10Cu40Pd10,-5.870561678,660,1184,709,0.55743,0.38449,0.215053763
Cu42Zr42Ag16,-6.262430371,685,1232,757,0.556,0.3949,0.190229798
Cu50Zr50,-6.262430371,686,1237,744,0.5546,0.3869,0.208572322
Cu54Ni6Zr22Ti18,-5.968889323,712,1287,769,0.553224553,0.384692346,0.249351334
Zr66Al8Cu7Ni19,-7.813158278,662.3,1200.8,720.7,0.55155,0.38683,0.208
Ti47.5Zr2.5Cu42.5Ni7.5,-5.870561678,673,1225,720,0.54939,0.37935,0.22555543
Cu45Zr55,-6.466345613,661,1203,729,0.549,0.391,0.197494069
Ni42Ti20Zr25Al8Cu5,-7.180139398,748,1366,803,0.54758,0.37985,0.223843847
Ti40Zr10Cu34Pd16,-6.335883155,672,1231,723,0.5459,0.37993,0.223209303
Zr58Cu36Al6,-6.466345613,671,1245,724,0.539,0.378,0.226
Zr65.3Al6.5Ni8.2Cu20,-7.167059444,640,1188,745,0.539,0.407549234,0.158841584
Zr66Al8Ni26,-7.878340858,672,1251,707.6,0.53717,0.36797,0.25078
Ti40Zr10Cu30Pd20,-6.335883155,687,1279,747,0.53714,0.37996,0.220799293
Ti40Zr10Cu32Pd18,-6.335883155,683,1272,740,0.53695,0.37852,0.224250443
Ag10Cu35Zr55,-6.466345613,647.0776,1210.869,730.9455,0.534391278,0.393415876,0.188709549
Ni37Zr63,-7.878340858,700,1313,720,0.533,0.358,0.276742838
Zr46.25Ti8.25Cu7.5Ni10Be27.5,-6.74168478,622,1185,727,0.525,0.402,0.167136971
Zr46.75Ti8.25Cu7.5Ni10Be27.5,-6.74168478,622,1185,727,0.52489,0.40232,0.16714
Cu47Ti33Zr11Sn8Si,-5.968889323,699,1333,805,0.524188612,0.395947276,0.18075693
Zr65.5Al5.6Ni6.5Cu22.4,-7.167059444,630,1211,733,0.52023,0.39815,0.175070028
Zr44Ti11Cu10Ni10Be25,-7.019703618,625,1206,739,0.51824,0.4036,0.16305
Cu40Zr60,-6.466345613,646,1248,707,0.518,0.373,0.231565772
Pd30Zr70,-7.911698737,680,1343,690,0.506,0.341,0.313238339
Ni40Zr60,-7.47341759,713,1413,735,0.505,0.346,0.299324848
Zr65Be35,-6.947110564,623,1238,623,0.50323,0.33477,0.33047
Zr45.38Ti9.62Cu8.75Ni10Be26.25,-6.74168478,623,1239,740,0.50282,0.39742,0.17272
Be32.5Zr67.5,-6.947110564,614,1238,,0.496,,
Cu33.5Zr66.5,-7.073409987,631,1273,690,0.496,0.362,0.251677628
Ni28Zr72,-7.813158278,642,1313,664,0.489,0.34,0.310089976
Cu28Zr72,-7.167059444,600,1268,666,0.473,0.356,0.258502614
Be40Zr60,-6.479342156,623,1343,673,0.464,0.342,0.291931634
Be45Zr55,-6.479342156,646,1413,681,0.457,0.331,0.32111592
Be50Zr50,-6.250971665,672,1473,682,0.456,0.318,0.358763817
Be30Zr70,-6.947110564,613,1393,648,0.44,0.323,0.334821154
Cu25Zr75,-7.307429458,571,1363,618,0.419,0.32,0.333462181
Ag10Cu20Zr70,-7.307429458,625.5658,,664.274,,,
Ag10Cu25Zr65,-7.167059444,625.8273,,690.3411,,,
Ag20Cu30Zr50,-5.910399823,669,,,,,
Ag20Cu35Zr45,-5.910399823,680,,,,,
Ag20Cu40Zr40,-4.840594137,698,1209.079,,,,
Ag30Cu30Zr40,-4.840594137,677,,,,,
