formula,PROPERTY: Nearest DFT Formation Energy (eV),PROPERTY: Tg (K),PROPERTY: Tl (K),PROPERTY: Tx (K),PROPERTY: Trg,PROPERTY: $\gamma$,PROPERTY: $\omega$
Cu52.5Zr42.5Ga5,-5.865047306,733,1187,777,0.61752,0.40469,0.17983024
Ni66Zr34,-6.969466633,859,1393,876,0.617,0.389,0.217716165
Cu55Zr40Ga5,-5.865047306,736,1193,779,0.61693,0.40384,0.181712458
Mg65Cu15Ag10Y10,-2.856289631,428,694,469,0.616714697,0.418003565,0.141126709
Ca55Mg25Ag20,-2.245471158,408.1395,661.8945,432.3881,0.616623225,0.404088163,0.181066096
Ti50Zr15Cu9Ni8Be18,-6.730881408,622,1009,662,0.61645,0.40589,0.176853424
Cu60Zr30Ti10,-5.865047306,724,1175,746,0.61617,0.39284,0.208003994
Cu57Zr36Ag7,-5.865047306,712,1156,755,0.6159,0.4042,0.180733779
Cu46.4Ag11.6Zr35Ti7,-4.766611055,689,1119,732,0.61573,0.40487,0.179089509
Pd37.5Cu30Ni12.5P20,-4.91891836,572,929,647,0.61572,0.43105,0.12192
Ti40Zr25Ni8Cu9Be18,-6.730881408,621,1009,668,0.61546,0.40982,0.167678326
Mg65Cu15Ag10Y2Gd8,-2.102638078,420,683,464,0.61493,0.42067,0.143612132
Fe68Mo4Y6B22,-8.117519369,915,1488,944,0.6149,0.3928,0.207731777
Zr48Nb8Cu12Fe8Be24,-6.197019785,658,1071,751,0.61438,0.43436,0.115031116
Cu50Ag10Zr30Ti10,-5.968889323,694,1130,726,0.61416,0.39803,0.194958376
Pd79Cu5AgSi10P5,-5.67867701,614,1001,684,0.61339,0.42353,0.13728909
Ni60Nb20Zr20,-7.603533128,853,1391,891,0.61323,0.39706,0.197102592
Fe75Mo4P10C4B4Si3,-7.317944802,752,1227,799,0.613,0.40379,0.181103646
Cu45Ag15Zr30Ti10,-4.766611055,687,1121,717,0.61285,0.39657,0.198204269
Cu55Ag5Zr30Ti10,-5.865047306,704,1149,733,0.61271,0.39557,0.20058571
Cu45Ni5Ag10Zr30Ti10,-5.968889323,710,1160,738,0.61207,0.39465,0.202699964
Pd79Cu6Si10P5,-5.67867701,609,995,682,0.61206,0.42519,0.13360946
Pd48Ni32P20,-5.846384821,565,923,,0.612,,
Zr48Nb8Cu14Ni12Be18,-6.197019785,656,1072,724,0.61194,0.41898,0.146819163
Cu49Zr36Ag10Ti5,-5.865047306,691,1130,737,0.6115,0.4047,0.178660759
Cu60Hf20Ti20,-6.349381083,740,1211,767,0.61107,0.39313,0.206211078
Ni65Zr35,-6.969466633,827,1353,863,0.611,0.396,0.199569456
Cu52.5Zr40Ga7.5,-5.865047306,744,1218,777,0.61084,0.39602,0.19911989
Ca50Mg25Cu25,-2.302321718,400,655,439,0.61069,0.41611,0.1528678
Fe69Mo3Y6B22,-8.117519369,908,1488,958,0.6102,0.3998,0.189879427
Ca50Mg20Zn5Cu25,-2.302321718,399,654,441,0.61009,0.4188,0.146927021
Fe72B14.4Si9.6Nb4,-8.42098939,835,1369,885,0.61,0.40157,0.185738962
Pd79Cu4Ag2Si10P5,-5.67867701,613,1005,684,0.60995,0.42274,0.138473468
Pd40Cu32.5Ni7.5P20,-4.57287707,568,932,654,0.60944,0.436,0.11117
Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5,-2.856289631,438,719,474,0.60918,0.40968,0.166919828
Ca50Mg30Ag20,-2.245471158,418.6047,687.6397,438.7047,0.608755785,0.39657122,0.197380017
Ag10Cu55Zr35,-5.865047306,730.4225,1200.345,767.5179,0.608510326,0.397519544,0.195054808
Ni60Nb35Zr5,-7.850685605,887,1458,911,0.60837,0.38849,0.21715055
Cu47Ti33Zr7Nb4Ni8Si,-5.56920782,713,1172,736,0.60836,0.39045,0.212251136
Co48Cr15Mo14C15B6Er2,-8.44686317,848,1394,933,0.60832,0.41615,0.15242973
Ag10Cu50Zr40,-5.865047306,699.5387,1150.093,760.8704,0.608245173,0.411363119,0.162984207
Cu47Ti33Zr11Ni4Sn4Si,-5.968889323,673,1108,810,0.607733948,0.454937139,0.074885319
Pd79Cu2Ag4Si10P5,-5.67867701,611,1006,676,0.60736,0.41806,0.148126204
Fe61B15Mo7Zr8Co7Y2,-8.42098939,904.6,1490,916.4,0.60711,0.38269,0.231588698
Mg59.4Cu23Ag6.6Gd11,-2.386761387,425,700,,0.607,,
Pd79Cu3Ag3Si10P5,-5.67867701,610,1005,683,0.60697,0.42291,0.137701216
Fe69.84Nb3.88B19.4Si3.88Y3,-8.42098939,859,1416,915,0.60664,0.4022,0.183634494
Mg65Cu15Ag10Gd10,-2.102638078,416,686,459,0.60641,0.41652,0.151327139
Mg65Cu7.5Ni7.5Ag5Zn5Gd10,-2.413613199,440,726,477,0.60606,0.40909,0.167714885
Nb38Ni62,-7.850685605,892,1473,930,0.606,0.393,0.204805747
Pd82Si18,-5.844767106,648,1071,648,0.60504,0.37696,0.24607
Fe61B15Mo7Zr8Co5Y2Cr2,-8.42098939,901.1,1490,958.9,0.60477,0.40103,0.186011905
Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5,-2.856289631,434,718,472,0.60446,0.40972,0.166019192
Fe70.56Nb3.92B19.6Si3.92Y2,-8.42098939,855,1416,903,0.60381,0.39762,0.193869836
Ca50Mg22.5Cu27.5,-2.302321718,400,663,442,0.60332,0.4158,0.152390241
Fe56Co20Mo4P9C4B4Si3,-7.583582004,736,1220,778,0.6033,0.3978,0.193461018
Cu66Zr34,-5.865047306,762,1263,785,0.603,0.388,0.218108044
Fe71.28Nb3.96B19.8Si3.96Y,-8.42098939,855,1419,881,0.60254,0.38742,0.218507593
Pd77.5Cu6Si16.5,-5.844767106,637,1058,686,0.60208,0.40472,0.17695
Ca60Mg20Ag20,-2.245471158,401,666.1158,441.1303,0.601997447,0.412,0.157469943
Cu40Ag20Zr30Ti10,-4.766611055,677,1125,708,0.60178,0.3929,0.204825693
Fe70Mo2Y6B22,-8.117519369,907,1508,969,0.6015,0.4012,0.184877057
Cu57.5Zr37.5Ga5,-5.865047306,745,1241,785,0.60032,0.39527,0.198791349
Fe74Mo5P10C4B4Si3,-7.317944802,758,1263,799,0.6,0.39528,0.198684707
Fe75Mo2Ga3P10C4B4Si2,-7.317944802,738,1230,798,0.6,0.40549,0.17481295
Fe76Mo3P10C4B4Si3,-7.317944802,750,1250,793,0.6,0.3965,0.195775172
Cu47Ti33Zr5Nb6Ni8Si,-5.56920782,712,1187,739,0.59983,0.38915,0.213597625
Cu43Zr43Ag7Ti7,-6.262430371,670,1118,714,0.5993,0.3993,0.188935913
Cu43Zr40Ag7Ti10,-6.262430371,656,1095,707,0.5991,0.4038,0.178577806
Cu49.5Zr42.075Ti7.425Sn,-6.262430371,683,1140,730,0.5991,0.4004,0.186303003
Ni60Nb30Ta10,-8.319752113,934,1559,961,0.5991,0.38548,0.222608076
Cu60Hf40,-6.93117797,773,1290,827,0.599,0.401,0.185309662
Cu49.5Zr42.075Ti7.425Si,-6.262430371,683,1141,731,0.5986,0.4008,0.185432428
Ag5Cu55Zr40,-5.865047306,,1171.82,,0.598170354,,
Cu49.4Zr41.99Ti7.41Sn0.6Si0.6,-6.262430371,682,1141,734,0.5977,0.4026,0.180936527
Fe76Mo4P9C4B4Si3,-7.317944802,744,1245,788,0.5976,0.3962,0.196047679
Fe74Nb6Y3B17,-8.42098939,831,1391,879,0.59741,0.39559,0.197417775
Ti34Zr11Cu47Ni8,-5.968889323,698.4,1169.2,727.2,0.59733,0.38938,0.21248
Co43Fe20Ta5.5B31.5,-7.513587161,910,1526,982,0.59633,0.40312,0.179552555
Pd79.5Au4Si16.5,-5.844767106,620,1040,,0.596,,
Ca55Mg25Cu20,-2.302321718,398,668,428,0.59581,0.4015,0.183190445
Cu60Hf17.5Ti22.5,-6.349381083,732,1229,755,0.59561,0.38501,0.222980355
Cu55Ni5Zr30Ti10,-5.865047306,717,1204,750,0.59551,0.39042,0.209511837
Ti45Ni15Cu25Sn3Be7Zr5,-6.372326558,680,1142,741,0.59545,0.4067,0.171247538
Ca65Mg15Zn20,-1.934044093,375,630,410,0.59524,0.40796,0.16837
Cu55Hf45,-6.93117797,771,1295,830,0.595,0.402,0.182545866
Cu35Ag25Zr30Ti10,-4.840594137,677,1138,706,0.5949,0.38898,0.212919985
Fe71MoY6B22,-8.117519369,902,1517,960,0.5946,0.3969,0.193820987
Mg65Cu7.5Ni7.5Zn5Ag5Y10,-2.856289631,426,717,464,0.59414,0.40595,0.1727
Fe68Ni4Y6B22,-8.117519369,872,1470,907,0.5932,0.3873,0.216750477
Fe72Nb4B20Si4,-8.42098939,842,1420,880,0.59296,0.38904,0.212345784
Ca47.5Mg22.5Cu30,-2.302321718,399,673,440,0.59287,0.41045,0.162414124
Fe58Co14Y6B22,-7.424954873,880,1485,925,0.5926,0.3911,0.207163721
Cu44Zr44Ag12,-6.262430371,684,1156,764,0.5917,0.4152,0.15180957
Cu55Zr42.5Ga2.5,-5.865047306,709,1199,762,0.59133,0.39937,0.187258904
Fe56Co16Y6B22,-7.424954873,882,1494,927,0.5904,0.3902,0.2090301
Cu55Zr45,-5.865047306,698,1183,748,0.59,0.398,0.190996654
Fe74.25B14.85Si9.9Zr,-8.144105856,867,1469,919,0.59,0.39332,0.201280142
Fe76Mo2Ga2P10C4B4Si2,-7.317944802,736,1247,788,0.59,0.39729,0.19187229
Ca45Mg25Cu30,-2.302321718,400,678,438,0.58997,0.40631,0.171127387
Pt42.5Cu27Ni59.5P21,-5.19693112,515,873,589,0.589919817,0.424351585,0.159647138
Ti41.5Zr2.5Hf5Cu37.5Ni7.5SiSn5,-5.870561678,693.3,1176,757.5,0.58954,0.40523,0.173472574
Fe67Ni5Y6B22,-8.117519369,866,1469,891,0.5895,0.3816,0.230186681
Zr42.63Ti12.37Cu11.25Ni10Be23.75,-7.019703618,623,1057,712,0.5894,0.42381,0.13333
Cu45Zr45Ag10,-6.262430371,683,1159,756,0.5893,0.4104,0.161854202
Ca60Mg17.5Zn22.5,-1.82594418,383,650,421,0.58923,0.40755,0.168208579
Cu45Zr35Ag10Hf10,-5.865047306,690,1171,769,0.5892,0.4132,0.155731705
Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5,-2.856289631,433,735,473,0.58912,0.40497,0.173994745
Ni69Cr8.5Nb3P16.5B3,-5.760501881,668,1134,,0.589,,
Fe62Co10Y6B22,-7.887547953,885,1503,932,0.5888,0.3903,0.20836372
Fe27Co40Zr3Ti3Mo1.5Si1.5B24,-7.513587161,811,1379,856,0.5881,0.3909,0.206791017
Fe60Co12Y6B22,-7.887547953,881,1498,924,0.5881,0.3884,0.212815765
Ti60Zr5Be18Cu9Ni8,-6.772801443,638,1085,672,0.588,0.39,0.208835987
Fe66Co6Y6B22,-8.117519369,887,1509,925,0.5878,0.3861,0.218517143
Cu50Zr42.5Ti7.5,-6.262430371,677,1152,717,0.5877,0.392,0.203915171
Fe64Co8Y6B22,-7.887547953,884,1505,927,0.5874,0.388,0.213556571
Fe77Mo2P10C4B4Si3,-7.317944802,742,1264,783,0.587,0.39032,0.207878599
Fe36Co36B19.2Si4.8Nb4,-7.513587161,820,1397,870,0.58697,0.39242,0.202790396
Ca40Mg25Cu35,-2.302321718,399,680,436,0.58676,0.40408,0.17556488
Fe43.2Co28.8B19.2Si4.8Nb4,-7.424954873,825,1407,875,0.58635,0.39203,0.203607933
Ag15Cu45Zr40,-6.262430371,,1188.829,,0.586262414,,
Ca65Mg25Cu10,-1.887705263,405,691,429,0.58611,0.39142,0.205006253
Fe79P10C4B4Si3,-7.317944802,740,1263,774,0.586,0.38646,0.21710812
Ni69Cr8.5Nb3P18B1.5,-5.760501881,664,1134,,0.586,,
Fe50.4Co21.6B19.2Si4.8Nb4,-7.424954873,828,1413,878,0.58599,0.39179,0.204098294
Ca62.5Mg17.5Zn20,-1.82594418,375,640,412,0.58594,0.40591,0.171276869
Fe71NiY6B22,-8.117519369,883,1507,926,0.5859,0.3875,0.214652156
Fe78MoP10C4B4Si3,-7.317944802,742,1268,780,0.585,0.38799,0.213110562
Fe80P13C7,-7.317944802,736,1258,,0.585,,
Pd79.5Cu4Si16.5,-5.844767106,635,1086,678,0.58471,0.39396,0.19864
Ca65Mg15Ag20,-2.21160367,388.3721,664.5798,424.051,0.584387467,0.402725922,0.17817921
Fe48Cr15Mo14Er2C15B6,-9.043913353,844,1446,880,0.58368,0.38428,0.221970655
Fe41Co7Cr15Mo14C15B6Y2,-9.043913353,838,1436,875,0.58357,0.38478,0.22068722
Fe70Ni2Y6B22,-8.117519369,880,1509,925,0.5832,0.3872,0.214642941
Ca60Mg15Zn25,-1.82594418,379,650,427,0.58308,0.41497,0.150950232
Mg65Zr35,-3.83618864,359,616,379,0.583,0.389,0.210819295
Ni75Si8B17,-5.993566985,818,1419,,0.583,,
Ca50Mg15Zn10Cu25,-2.302321718,395,678,434,0.5826,0.40447,0.173885827
Mg65Cu15Ag10Er10,-2.102638078,427,733,465,0.58254,0.40086,0.182073084
Cu47Ti33Zr11Ni2Sn6Si,-5.968889323,688,1181,809,0.582403906,0.432977825,0.113943561
Ca58Mg18Cu24,-2.302321718,388,667,426,0.58171,0.40379,0.175254118
Fe69Ni3Y6B22,-8.117519369,874,1503,910,0.5815,0.3828,0.225057952
Ca47Mg19Zn7Cu27,-2.302321718,393,676,440,0.58136,0.4116,0.157915515
Ca50Mg20Cu30,-2.302321718,401,690,442,0.58116,0.40513,0.172134816
Cu47Ni13Zr30Ti10,-5.464398875,727,1251,754,0.58114,0.38119,0.229105572
Ni69Cr8.5Nb3P19.5,-5.854218816,660,1136,,0.581,,
Cu46Zr46Ag8,-6.262430371,677,1167,745,0.5801,0.404,0.174450046
Fe57.6Co14.4B19.2Si4.8Nb4,-7.424954873,830,1431,880,0.58001,0.38921,0.208995151
Co43.2Fe28.8B19.2Si4.8Nb4,-7.513587161,823,1418,865,0.58,0.38599,0.216952683
Fe73Mo4Ga3P10C4B4Si2,-7.317944802,744,1283,801,0.58,0.39521,0.194662358
Fe74Mo4Ga2P10C4B4Si2,-7.317944802,740,1276,790,0.58,0.39189,0.202531646
Ca55Mg18Zn27,-1.82594418,389,671,419,0.57973,0.39528,0.194439043
Cu46Zr54,-6.466345613,696,1201,746,0.57952,0.39325,0.199187316
Fe43Co5Cr15Mo14C15B6Y2,-9.043913353,835,1442,872,0.57906,0.38296,0.224149911
Pd83Si17,-5.844767106,632,1092,645,0.579,0.374,0.246666307
Co50Cr15Mo14C15B6,-8.44686317,819,1417,895,0.57798,0.40027,0.182525052
Pd81.5Cu2Si6.5,-5.17671826,633,1097,670,0.57703,0.38728,0.212983472
Pd81.5Cu2Si16.5,-5.844767106,633,1097.3,,0.577,,
Ca60Mg25Cu15,-2.302321718,390,676,416,0.57692,0.39024,0.205790958
Fe45Co3Cr15Mo14C15B6Y2,-9.043913353,834,1446,880,0.57676,0.38596,0.216146115
Cu47Ti33Zr3Nb8Ni8Si,-5.56920782,708,1228,731,0.57655,0.37758,0.237129781
Ca60Mg15Cu25,-2.302321718,396,687,428,0.57642,0.3952,0.193929991
Fe79Si10B11,-8.144105856,818,1419,,0.576,,
Mg65Cu15Ag5Pd5Gd10,-2.102638078,430,748,472,0.57487,0.40068,0.180965996
Pt60Cu16Co2P22,-6.259584459,506,881,569,0.574347333,0.410237924,0.106174229
Cu72Zr28,-4.994603873,780,1358,804,0.574,0.376,0.240495372
Cu45Zr25Ag10Hf20,-6.574756138,698,1218,783,0.5731,0.4087,0.16284258
Fe48Cr15Mo14C15B6Y2,-9.043913353,839,1464,886,0.57309,0.38472,0.218335844
Co50.4Fe21.6B19.2Si4.8Nb4,-7.513587161,820,1430,860,0.573,0.38222,0.22459797
Pd84Si16,-5.844767106,635,1108,640,0.573,0.367,0.263558699
Ca60Mg20Zn20,-1.82594418,378,660,415,0.57273,0.39981,0.182518389
Mg61Cu28Gd11,-2.386761387,422,737,483,0.57259,0.41674,0.145492638
Ca65Mg10Zn25,-1.934044093,377,659,412,0.57208,0.39768,0.187248385
Fe39Co9Cr15Mo14C15B6Y2,-9.043913353,838,1466,888,0.57162,0.38542,0.216262976
Mg65Cu25Gd10,-2.386761387,423,740,484,0.57162,0.41617,0.14654
Zr50Cu43Ag7,-6.262430371,669,1171,727,0.5713,0.3951,0.193046466
Cu48Zr52,-6.262430371,689,1207,749,0.571,0.395,0.193099942
Pd64Ni16P20,-5.9031007,582,983,,0.571,,
Mg62.5Cu26.5Gd11,-2.386761387,427,748,483,0.57086,0.41106,0.157250012
Ca60Mg20Cu20,-2.302321718,387,678,412,0.5708,0.38685,0.212557922
Ca60Mg10Zn30,-1.915500342,380,666,400,0.57057,0.38241,0.223423745
Mg65Ni20Nd15,-2.616732385,459,805,501,0.57019,0.39636,0.1899
Ti50Ni15Cu25Sn3Be7,-6.372326558,688,1207,733,0.57001,0.38681,0.212485657
Fe73.5B14.7Si9.8Nb2,-8.144105856,812,1425,870,0.57,0.38899,0.207219528
Fe74.5Mo5.5P12.5C5B2.5,-7.317944802,695,1219,,0.57,,
Fe64.8Co7.2B19.2Si4.8Nb4,-8.42098939,832,1460,877,0.56986,0.38264,0.222687391
Mg75Ni15Nd10,-2.263728027,450,790,470,0.56962,0.37903,0.23164
Ca40Mg30Cu30,-2.302321718,395,694,430,0.56916,0.39486,0.193169526
Pd77Cu6Si17,-5.844767106,642,1128,686,0.56915,0.38757,0.21044
Ca65Mg20Zn15,-1.875964028,380,668,405,0.56886,0.38645,0.213078775
Mg65Cu25Nd10,-2.386761387,423,744,456,0.56855,0.39075,0.202695855
Ca65Mg20Cu15,-1.875964028,386,679,405,0.56848,0.38028,0.228206298
Mg65Cu25Tb9Y,-2.542384796,416,732,489,0.568306011,0.425958188,0.12297366
Mg65Cu25Tb8Y2,-2.386761387,417,734,492,0.568119891,0.427454387,0.130236794
Cu48Zr48Ag4,-6.262430371,681,1199,743,0.568,0.3952,0.192086055
Pd73.5Cu10Si16.5,-5.909161811,645,1136,685,0.56778,0.38462,0.217292106
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si,-5.870561678,680,1199,730,0.56714,0.3885,0.207718832
Mg58.5Cu30.5Gd11,-2.386761387,427,753,490,0.56707,0.41525,0.147699579
Ca65Ga35,-2.760184506,562,991,,0.567,,
Fe68Mo5Ni5Cr2P12.5C5B2.5,-7.317944802,688,1213,,0.567,,
Zr46.75Ti8.25Cu8.25Ni10Be275,-4.79077793,595,1050,,0.567,,
Zr50Cu40Ag10,-6.466345613,667,1177,733,0.5667,0.3975,0.186532363
Fe72B19.2Si4.8Nb4,-8.42098939,835,1475,880,0.5661,0.38095,0.225922328
Fe56Mn5Cr7Mo12Er2C12B6,-8.643151418,793,1401,832,0.56602,0.37922,0.230244981
Ca65Zn35,-1.915500342,389,687,407,0.566,0.378,0.232725629
Mg65Cu25Tb7Y3,-2.386761387,416,736,488,0.565217391,0.423611111,
Pd71.5Cu12Si16.5,-5.909161811,652,1154,680,0.56499,0.37652,0.23678727
Mg65Cu25Tb10,-2.542384796,414,733,487,0.564802183,0.424585876,0.12597707
Ag25Cu35Zr40,-4.840594137,,1220.177,,0.56452735,,
Fe41.9Co27.9B18.6Si4.7Nb3.9Cr3,-9.091911303,831,1474,874,0.5638,0.3792,0.229758294
Fe65.5Cr4Mo4Ga4P12C5B5.5,-7.946700781,745,1322,806,0.5635,0.3899,0.203467079
Zr50Cu45Ag5,-6.262430371,669,1188,728,0.5631,0.392,0.19844026
Co57.6Fe14.4B19.2Si4.8Nb4,-7.513587161,813,1445,853,0.563,0.37777,0.23300247
Ni69Cr8.5Nb3P15.5B4,-5.760501881,668,1187,,0.563,,
Mg60.5Cu28.5Gd11,-2.386761387,425,755,485,0.56291,0.41102,0.155950283
Ti42.5Zr2.5Hf5Cu42.5Ni7.5,-5.870561678,677,1203,726,0.56276,0.38617,0.212296196
Ca50Mg10Zn15Cu25,-2.37281449,395,702,427,0.56268,0.38924,0.204913834
Mg65Cu25Dy10,-2.386761387,422,750,492,0.56267,0.4198,0.13758754
Ca55Mg15Cu30,-2.302321718,397,706,437,0.56232,0.39619,0.18861163
Ca60Mg13Cu27,-2.302321718,394,701,426,0.56205,0.38904,0.20524609
Pd81Si19,-5.844767106,634,1128,695,0.562,0.394,0.192593439
Ti40Zr10Cu36Pd14,-6.335883155,669,1191,718,0.5617,0.386,0.212399907
Ca65Mg15Cu20,-2.237603128,383,682,409,0.56158,0.38404,0.217183564
Cu47Ti33Nb11Ni8Si,-6.23524658,710,1265,732,0.56126,0.37063,0.250959922
Ga18Sr82,-2.020508303,445,793,,0.561,,
Ca70Mg10Ag20,-2.21160367,377.907,673.9274,418.8147,0.560753232,0.398175517,0.183757552
Zr50Cu48Ag2,-6.262430371,668,1192,719,0.5604,0.3866,0.210788137
Ti40Zr10Cu38Pd12,-5.826638952,666,1189,715,0.5601,0.3854,0.21341073
Fe58Cr5Mo14Er2C15B6,-8.643151418,793,1416,829,0.56003,0.37528,0.238600845
Fe74.25B14.85Si9.9Nb,-8.144105856,815,1455,858,0.56,0.37791,0.231932461
Ca45Mg30Cu25,-2.302321718,401,717,436,0.55927,0.38998,0.202371797
Mg64.5Cu24.5Gd11,-2.386761387,413,739,472,0.55886,0.40972,0.157985371
Ca45Mg19Cu36,-5.136671893,399,714,428,0.55882,0.38455,0.215262082
